id number,first name,last name,grade,school,district,dist_code,sys_id,pathway,WBL_Event_Count
47461,Bethany,Edwards,9,lost boys academy,neverland public schools,nps,nps47461,manufacturing,2
67891,Caryn,Mann,11,captain hook high school,neverland public schools,nps,nps67891,,1
63687,Sean,Morgan,10,captain hook high school,neverland public schools,nps,nps63687,manufacturing,2
62128,Walker,Raymond,10,captain hook high school,neverland public schools,nps,nps62128,,0
68780,Joel,Conley,12,captain hook high school,neverland public schools,nps,nps68780,manufacturing,4
50669,Dahlia,Spencer,9,lucius fox high school,gotham city public schools,gcps,gcps50669,,2
10657,Rylee,Maynard,10,lost boys academy,neverland public schools,nps,nps10657,manufacturing,2
38512,Jayme,Davenport,10,captain hook high school,neverland public schools,nps,nps38512,,0
53893,Daphne,Bowen,10,lucius fox high school,gotham city public schools,gcps,gcps53893,,2
73590,Kristen,Horn,12,captain hook high school,neverland public schools,nps,nps73590,manufacturing,2
91042,Regan,Calderon,12,lucius fox high school,gotham city public schools,gcps,gcps91042,,4
11878,Kenyon,Lewis,11,lost boys academy,neverland public schools,nps,nps11878,,0
77886,Vance,Mcfadden,10,captain hook high school,neverland public schools,nps,nps77886,,1
36648,Zoe,Carpenter,10,lost boys academy,neverland public schools,nps,nps36648,manufacturing,1
81983,Brady,Patterson,10,lost boys academy,neverland public schools,nps,nps81983,,2
21125,Branden,Merrill,12,lucius fox high school,gotham city public schools,gcps,gcps21125,healthcare,1
90508,Evangeline,Dawson,10,james gordon center for learning,gotham city public schools,gcps,gcps90508,,3
78401,Jolene,Gonzales,12,lost boys academy,neverland public schools,nps,nps78401,manufacturing,1
84578,Darius,Middleton,9,captain hook high school,neverland public schools,nps,nps84578,,1
20516,Ebony,Jarvis,9,lucius fox high school,gotham city public schools,gcps,gcps20516,,2
60270,Josephine,Barnes,12,captain hook high school,neverland public schools,nps,nps60270,,0
80390,Shafira,Perry,10,captain hook high school,neverland public schools,nps,nps80390,manufacturing,0
45906,Dylan,Norris,11,captain hook high school,neverland public schools,nps,nps45906,manufacturing,2
20253,Whoopi,Combs,11,lucius fox high school,gotham city public schools,gcps,gcps20253,,0
40922,Rosalyn,Robles,12,lucius fox high school,gotham city public schools,gcps,gcps40922,,0
13927,Ivan,Wood,9,captain hook high school,neverland public schools,nps,nps13927,manufacturing,1
29400,Aphrodite,Gonzalez,11,captain hook high school,neverland public schools,nps,nps29400,manufacturing,1
40381,Olympia,Hester,12,james gordon center for learning,gotham city public schools,gcps,gcps40381,,4
10202,Liberty,Cunningham,10,lucius fox high school,gotham city public schools,gcps,gcps10202,,1
35380,Adara,West,10,james gordon center for learning,gotham city public schools,gcps,gcps35380,healthcare,1
12260,Patricia,Foley,10,lost boys academy,neverland public schools,nps,nps12260,manufacturing,1
29864,Richard,Hansen,11,lost boys academy,neverland public schools,nps,nps29864,manufacturing,2
21004,Charles,Floyd,9,lucius fox high school,gotham city public schools,gcps,gcps21004,,6
18078,Lysandra,Robertson,9,lucius fox high school,gotham city public schools,gcps,gcps18078,,2
60311,Kaitlin,Savage,9,captain hook high school,neverland public schools,nps,nps60311,manufacturing,3
11674,Martina,George,10,captain hook high school,neverland public schools,nps,nps11674,,1
48897,Blaze,Hamilton,10,james gordon center for learning,gotham city public schools,gcps,gcps48897,healthcare,1
10266,Cherokee,Justice,10,james gordon center for learning,gotham city public schools,gcps,gcps10266,,2
11997,Dacey,Simpson,9,james gordon center for learning,gotham city public schools,gcps,gcps11997,,4
14016,Hoyt,Ferguson,9,james gordon center for learning,gotham city public schools,gcps,gcps14016,,1
75019,Donna,Barker,11,captain hook high school,neverland public schools,nps,nps75019,manufacturing,2
31885,Jamal,Gillespie,11,lucius fox high school,gotham city public schools,gcps,gcps31885,healthcare,2
69055,Nathaniel,Calderon,9,lucius fox high school,gotham city public schools,gcps,gcps69055,healthcare,6
16281,Ralph,Moreno,10,james gordon center for learning,gotham city public schools,gcps,gcps16281,,3
89497,Alec,Haney,12,james gordon center for learning,gotham city public schools,gcps,gcps89497,,1
41939,Travis,Burgess,10,lost boys academy,neverland public schools,nps,nps41939,,2
76097,Kermit,Williamson,9,captain hook high school,neverland public schools,nps,nps76097,manufacturing,1
23373,Lacota,Talley,12,james gordon center for learning,gotham city public schools,gcps,gcps23373,healthcare,3
48784,Lydia,Andrews,10,captain hook high school,neverland public schools,nps,nps48784,manufacturing,1
25140,India,Garza,11,lucius fox high school,gotham city public schools,gcps,gcps25140,,3
38119,Hop,Watts,10,captain hook high school,neverland public schools,nps,nps38119,manufacturing,0
99911,Tanisha,Hicks,9,james gordon center for learning,gotham city public schools,gcps,gcps99911,,0
87914,Zachery,Mckinney,9,lost boys academy,neverland public schools,nps,nps87914,manufacturing,2
87239,Donna,Villarreal,10,lucius fox high school,gotham city public schools,gcps,gcps87239,healthcare,1
12284,Geoffrey,Hutchinson,9,james gordon center for learning,gotham city public schools,gcps,gcps12284,,0
53919,Sonya,Williams,11,captain hook high school,neverland public schools,nps,nps53919,,4
64904,Mariko,Bauer,12,james gordon center for learning,gotham city public schools,gcps,gcps64904,healthcare,1
43408,Porter,Macias,9,captain hook high school,neverland public schools,nps,nps43408,,1
69611,Kylan,Nielsen,9,captain hook high school,neverland public schools,nps,nps69611,,1
52077,Winter,Carter,11,captain hook high school,neverland public schools,nps,nps52077,manufacturing,2
65359,Ori,Wooten,12,lost boys academy,neverland public schools,nps,nps65359,,0
19418,Porter,Blevins,12,lucius fox high school,gotham city public schools,gcps,gcps19418,,1
15211,Bree,Montoya,10,lucius fox high school,gotham city public schools,gcps,gcps15211,healthcare,4
80651,Jerry,Ellis,10,james gordon center for learning,gotham city public schools,gcps,gcps80651,healthcare,1
22521,Mannix,Ray,10,captain hook high school,neverland public schools,nps,nps22521,manufacturing,2
69272,Christen,Fields,11,captain hook high school,neverland public schools,nps,nps69272,manufacturing,1
26337,Vielka,Summers,12,james gordon center for learning,gotham city public schools,gcps,gcps26337,healthcare,2
15436,Emerson,Bryan,9,james gordon center for learning,gotham city public schools,gcps,gcps15436,healthcare,2
33733,Laurel,Cash,9,lucius fox high school,gotham city public schools,gcps,gcps33733,healthcare,2
56985,August,Hensley,9,james gordon center for learning,gotham city public schools,gcps,gcps56985,healthcare,1
63199,Gemma,Savage,12,james gordon center for learning,gotham city public schools,gcps,gcps63199,,1
84010,Zeus,O'Neill,11,lost boys academy,neverland public schools,nps,nps84010,,1
28931,Hanae,Booth,12,james gordon center for learning,gotham city public schools,gcps,gcps28931,,1
52589,Adrienne,Stevens,12,lost boys academy,neverland public schools,nps,nps52589,,0
60230,Myles,Barker,10,james gordon center for learning,gotham city public schools,gcps,gcps60230,,3
93889,Aiko,Hicks,10,captain hook high school,neverland public schools,nps,nps93889,,1
40877,Shafira,Buchanan,11,lucius fox high school,gotham city public schools,gcps,gcps40877,,0
55449,Quail,Ray,11,lost boys academy,neverland public schools,nps,nps55449,manufacturing,1
76667,Herrod,Becker,12,james gordon center for learning,gotham city public schools,gcps,gcps76667,,0
94066,Teegan,Ewing,9,lost boys academy,neverland public schools,nps,nps94066,,3
35016,Nell,Cooley,9,lucius fox high school,gotham city public schools,gcps,gcps35016,healthcare,5
80212,Samuel,Payne,10,james gordon center for learning,gotham city public schools,gcps,gcps80212,,1
74524,Darrel,Merrill,10,lost boys academy,neverland public schools,nps,nps74524,,0
33373,Noah,Cherry,12,lost boys academy,neverland public schools,nps,nps33373,manufacturing,1
34330,Olga,Greer,11,lucius fox high school,gotham city public schools,gcps,gcps34330,healthcare,1
65912,Angela,Rodriguez,12,captain hook high school,neverland public schools,nps,nps65912,manufacturing,1
69594,Jacqueline,Wolf,12,lucius fox high school,gotham city public schools,gcps,gcps69594,healthcare,2
99523,Reagan,Long,9,lost boys academy,neverland public schools,nps,nps99523,,1
21009,Rogan,Blevins,10,captain hook high school,neverland public schools,nps,nps21009,,0
45844,Cara,Mercado,9,lost boys academy,neverland public schools,nps,nps45844,manufacturing,0
11047,Jaime,Thomas,12,lucius fox high school,gotham city public schools,gcps,gcps11047,healthcare,2
26514,Amela,Taylor,10,lost boys academy,neverland public schools,nps,nps26514,,0
43193,Ainsley,Hayes,10,lucius fox high school,gotham city public schools,gcps,gcps43193,,5
67659,Hadassah,Harrington,11,lucius fox high school,gotham city public schools,gcps,gcps67659,healthcare,1
73513,Brady,Conway,9,captain hook high school,neverland public schools,nps,nps73513,manufacturing,4
39269,Steven,Hicks,12,captain hook high school,neverland public schools,nps,nps39269,manufacturing,2
66651,Clinton,Riddle,10,captain hook high school,neverland public schools,nps,nps66651,,2
22381,Walker,Leach,12,james gordon center for learning,gotham city public schools,gcps,gcps22381,,0
55597,Brenna,Shaw,10,captain hook high school,neverland public schools,nps,nps55597,manufacturing,1
42699,Carla,Vincent,12,lost boys academy,neverland public schools,nps,nps42699,manufacturing,0
77017,Chandler,Newman,11,lost boys academy,neverland public schools,nps,nps77017,manufacturing,3
99239,Malachi,Norton,11,lucius fox high school,gotham city public schools,gcps,gcps99239,healthcare,2
48947,Justine,Mcdaniel,10,captain hook high school,neverland public schools,nps,nps48947,,2
24122,Herrod,Hoffman,12,lucius fox high school,gotham city public schools,gcps,gcps24122,,2
97351,Vera,Russo,12,lost boys academy,neverland public schools,nps,nps97351,,3
39916,Dawn,Britt,9,lost boys academy,neverland public schools,nps,nps39916,,3
63626,Ima,Clayton,12,lost boys academy,neverland public schools,nps,nps63626,,1
52346,Wendy,Bowers,10,captain hook high school,neverland public schools,nps,nps52346,manufacturing,1
28201,Nero,Kaufman,10,lost boys academy,neverland public schools,nps,nps28201,,0
80104,Lance,Ruiz,9,lucius fox high school,gotham city public schools,gcps,gcps80104,,0
52715,Aquila,Dejesus,10,lucius fox high school,gotham city public schools,gcps,gcps52715,healthcare,4
45605,Ezekiel,Briggs,10,james gordon center for learning,gotham city public schools,gcps,gcps45605,,2
79921,Wanda,Hebert,12,captain hook high school,neverland public schools,nps,nps79921,manufacturing,1
69732,Chelsea,Mills,9,lost boys academy,neverland public schools,nps,nps69732,manufacturing,2
95807,Uriel,Valentine,11,lucius fox high school,gotham city public schools,gcps,gcps95807,healthcare,2
21580,Christian,Rodriquez,9,lost boys academy,neverland public schools,nps,nps21580,manufacturing,0
75956,Lester,Yates,9,james gordon center for learning,gotham city public schools,gcps,gcps75956,healthcare,3
52280,Kylee,Macdonald,12,james gordon center for learning,gotham city public schools,gcps,gcps52280,healthcare,2
20549,Eliana,Douglas,9,lucius fox high school,gotham city public schools,gcps,gcps20549,healthcare,1
53569,Omar,Doyle,9,lucius fox high school,gotham city public schools,gcps,gcps53569,healthcare,1
57547,Melvin,Vinson,9,lost boys academy,neverland public schools,nps,nps57547,manufacturing,4
20805,India,Kennedy,11,lost boys academy,neverland public schools,nps,nps20805,manufacturing,2
40828,Alexis,Henry,12,lost boys academy,neverland public schools,nps,nps40828,,0
70473,Bert,Lowe,9,lost boys academy,neverland public schools,nps,nps70473,manufacturing,0
77737,Melinda,Vega,12,captain hook high school,neverland public schools,nps,nps77737,,4
46451,Byron,Riddle,9,lost boys academy,neverland public schools,nps,nps46451,manufacturing,4
36209,Diana,Nelson,11,captain hook high school,neverland public schools,nps,nps36209,manufacturing,1
71876,Kelsie,Weaver,12,james gordon center for learning,gotham city public schools,gcps,gcps71876,healthcare,3
33584,Kamal,Foreman,12,captain hook high school,neverland public schools,nps,nps33584,manufacturing,2
11644,Vivien,Marsh,10,james gordon center for learning,gotham city public schools,gcps,gcps11644,healthcare,1
60256,Timon,Gibson,11,captain hook high school,neverland public schools,nps,nps60256,,1
10673,Harrison,Ortiz,9,lucius fox high school,gotham city public schools,gcps,gcps10673,,1
40999,Clinton,Hickman,12,lost boys academy,neverland public schools,nps,nps40999,,2
32350,Renee,Bradley,10,james gordon center for learning,gotham city public schools,gcps,gcps32350,,0
46463,Allen,Wolfe,11,lost boys academy,neverland public schools,nps,nps46463,manufacturing,3
61276,Quinn,Kennedy,10,james gordon center for learning,gotham city public schools,gcps,gcps61276,,0
34855,Perry,Cobb,9,captain hook high school,neverland public schools,nps,nps34855,manufacturing,1
15966,Alyssa,Gilliam,11,captain hook high school,neverland public schools,nps,nps15966,manufacturing,2
35286,Courtney,Boyer,9,captain hook high school,neverland public schools,nps,nps35286,,0
61645,Shelley,Alston,12,james gordon center for learning,gotham city public schools,gcps,gcps61645,healthcare,2
69077,April,Whitaker,10,james gordon center for learning,gotham city public schools,gcps,gcps69077,,0
40552,Daria,Mcfadden,9,lucius fox high school,gotham city public schools,gcps,gcps40552,,1
46627,Cruz,Kramer,10,lost boys academy,neverland public schools,nps,nps46627,manufacturing,1
79949,Stephen,Rosario,10,lost boys academy,neverland public schools,nps,nps79949,,3
96453,Lee,Thomas,10,james gordon center for learning,gotham city public schools,gcps,gcps96453,,0
65808,Bo,Rich,9,james gordon center for learning,gotham city public schools,gcps,gcps65808,healthcare,3
13590,Jin,Best,12,james gordon center for learning,gotham city public schools,gcps,gcps13590,,1
26626,Armando,Cooke,10,lost boys academy,neverland public schools,nps,nps26626,manufacturing,2
82279,Jocelyn,Manning,10,james gordon center for learning,gotham city public schools,gcps,gcps82279,,0
87888,Summer,Key,10,james gordon center for learning,gotham city public schools,gcps,gcps87888,healthcare,2
14751,Walker,Poole,12,captain hook high school,neverland public schools,nps,nps14751,,1
62603,Risa,Fitzpatrick,10,james gordon center for learning,gotham city public schools,gcps,gcps62603,,0
33529,Zachary,Marquez,11,lost boys academy,neverland public schools,nps,nps33529,,0
86345,Anne,Douglas,9,captain hook high school,neverland public schools,nps,nps86345,,2
33352,Jackson,Hull,12,lost boys academy,neverland public schools,nps,nps33352,manufacturing,1
25421,Xenos,Frederick,9,lost boys academy,neverland public schools,nps,nps25421,,2
20309,Rooney,Ochoa,10,james gordon center for learning,gotham city public schools,gcps,gcps20309,,0
52408,Abigail,Foley,12,james gordon center for learning,gotham city public schools,gcps,gcps52408,healthcare,2
24852,Devin,Dominguez,11,captain hook high school,neverland public schools,nps,nps24852,,2
52092,Latifah,Duke,11,lucius fox high school,gotham city public schools,gcps,gcps52092,,6
90412,James,O'Neill,9,lucius fox high school,gotham city public schools,gcps,gcps90412,,4
26764,Baker,Morris,9,captain hook high school,neverland public schools,nps,nps26764,manufacturing,2
15868,Germaine,Allison,10,james gordon center for learning,gotham city public schools,gcps,gcps15868,,1
82923,Phoebe,Hayden,10,lucius fox high school,gotham city public schools,gcps,gcps82923,healthcare,3
76019,Garrett,Fernandez,9,james gordon center for learning,gotham city public schools,gcps,gcps76019,healthcare,1
47614,Adena,Fulton,10,lucius fox high school,gotham city public schools,gcps,gcps47614,,2
28438,Lysandra,Cline,12,james gordon center for learning,gotham city public schools,gcps,gcps28438,,1
45174,Unity,Owens,9,james gordon center for learning,gotham city public schools,gcps,gcps45174,,0
87172,Vera,Gates,11,captain hook high school,neverland public schools,nps,nps87172,manufacturing,1
16208,Tanisha,Weber,12,captain hook high school,neverland public schools,nps,nps16208,,3
43188,Mannix,Russell,12,james gordon center for learning,gotham city public schools,gcps,gcps43188,healthcare,2
34868,Calista,Snyder,12,lucius fox high school,gotham city public schools,gcps,gcps34868,,1
88226,Quinn,Pratt,9,lost boys academy,neverland public schools,nps,nps88226,manufacturing,2
51174,Prescott,Dean,9,james gordon center for learning,gotham city public schools,gcps,gcps51174,healthcare,1
57916,Elizabeth,Gamble,12,lost boys academy,neverland public schools,nps,nps57916,,1
46140,Connor,Lane,12,captain hook high school,neverland public schools,nps,nps46140,manufacturing,3
26733,Jenette,Sellers,9,captain hook high school,neverland public schools,nps,nps26733,manufacturing,1
90014,Demetrius,Miller,9,lucius fox high school,gotham city public schools,gcps,gcps90014,healthcare,3
56623,Tashya,Newman,10,captain hook high school,neverland public schools,nps,nps56623,manufacturing,3
95784,Lacey,Romero,10,james gordon center for learning,gotham city public schools,gcps,gcps95784,,1
84530,Coby,Pitts,12,james gordon center for learning,gotham city public schools,gcps,gcps84530,,2
96598,Ivan,Petersen,11,lucius fox high school,gotham city public schools,gcps,gcps96598,,1
16614,Mariam,Maynard,12,captain hook high school,neverland public schools,nps,nps16614,manufacturing,1
42921,Helen,Foster,11,captain hook high school,neverland public schools,nps,nps42921,,1
75328,Jessamine,Lawson,12,lucius fox high school,gotham city public schools,gcps,gcps75328,,0
24515,Melissa,Haney,11,lost boys academy,neverland public schools,nps,nps24515,manufacturing,2
25958,Shafira,Walls,12,lost boys academy,neverland public schools,nps,nps25958,manufacturing,2
49458,Amethyst,Richard,10,captain hook high school,neverland public schools,nps,nps49458,,0
52305,Isaac,Beasley,10,lost boys academy,neverland public schools,nps,nps52305,,2
98319,Thane,Copeland,11,lucius fox high school,gotham city public schools,gcps,gcps98319,healthcare,2
72461,Lydia,Carr,11,lucius fox high school,gotham city public schools,gcps,gcps72461,,4
63781,Emery,Jensen,12,captain hook high school,neverland public schools,nps,nps63781,manufacturing,1
62321,Macaulay,Dodson,12,captain hook high school,neverland public schools,nps,nps62321,manufacturing,3
80568,Halee,Barker,10,lucius fox high school,gotham city public schools,gcps,gcps80568,,1
90986,Merritt,Vance,10,captain hook high school,neverland public schools,nps,nps90986,,0
76001,Brennan,Wooten,12,james gordon center for learning,gotham city public schools,gcps,gcps76001,healthcare,1
23211,Emma,Bean,10,james gordon center for learning,gotham city public schools,gcps,gcps23211,healthcare,3
49932,Colorado,Deleon,10,lucius fox high school,gotham city public schools,gcps,gcps49932,healthcare,1
17080,Kiayada,Graham,12,lost boys academy,neverland public schools,nps,nps17080,manufacturing,1
